fatalities,injured,evacuated,estimated_total_cost,normalized_total_cost,federal_payments,provincial_payments,insurance_payments,start_day,start_week,start_month,start_year,start_weekend,start_season_canada,end_day,end_week,end_month,end_year,end_weekend,end_season_canada,disaster_type,disaster_subgroup,disaster_group,disaster_category,magnitude,utility_people_affected,city,province,country,canada,summary
21,0,0,5109358,335773.8,0,5109358,,5,3,1,1998,f,Winter,5,3,1,1998,f,Winter,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"45 miles southwest of the islands of Saint-Pierre-et-Miquelon, January 16, 1998.  The bulk carrier Flare broke in 2 due to severe weather conditions during its trip from Rotterdam to Montreal.  21 members of the 25-member crew died in the accident."
0,0,0,5636784,370434.9,3550846,2085938,,1,11,3,1998,f,Spring,2,11,3,1998,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Sat John River,NB,Canada,t,"Saint John River NB, March 9-10, 1998.  Warm temperatures and a storm delivering 78 mm of rain led to ice break-up, ice jams and flooding along the Saint John River. Roads, bridges and some residences in low lying areas sustained major damages. Some families were isolated for up to a week until the roads were repaired. Areas affected were: Fredericton, Saint John, Moncton, Miramichi and Saint Leonard."
11,7,0,,,0,0,,7,53,1,1999,t,Winter,7,53,1,1999,t,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,ON,Canada,t,"Southern Ontario, January 3, 1999. Eleven people died January 3 while shovelling heavy wet snow from one of the fiercest storms to hit southern and central Ontario in years. Cities were buried under 40 cm of snow. The storm - which also packed powerful wind gusts up to 70 km/h, ice pellets and freezing rain - moved in a line from Windsor northeast to Ottawa and Quebec.  Many airports, including Pearson International in Toronto were closed."
2,0,74,1499116,78831.7,1499116,,,4,31,7,2008,f,Summer,1,32,8,2008,f,Summer,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,,QC,Canada,t,"Quebec and New Brunswick, July 31 to August 4, 2008. Storms and heavy rainfalls pounded the regions of Beauce, Temiscouata and Gaspésie in eastern Quebec and neighboring northwest New Brunswick. A deluge of more than 100 mm of rain caused severe flooding, which washed out dozens of roads in the region. Two individuals were killed when floodwaters swept their vehicle into a lake in the eastern Temiscouata region of Quebec. Over 50 sections roads were washed out, including small bridges as well as two cottages that were destroyed in Quebec by the heavy rain. In New Brunswick, a state of emergency was declared in Glazier Lake where 74 residents had to be air lifted to safety after a flashflood washed out sections of a provincial highway."
0,0,3757,27741685,1823111.8,7246824,20494861,,6,13,3,1998,t,Spring,3,16,4,1998,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Eastern,ON,Canada,t,"Eastern Ontario and Quebec, March 28 - April 15, 1998. Warm weather and thunderstorms caused spring flooding. In Ontario, the Clyde River, Ottawa River, Mississippi River and rivers feeding Lake Nipissing overflowed. The lower Trent System below Peterborough from Rice Lake to Bay of Quinte also experienced flooding. States of Emergency were declared in these communities: Lanark Highlands, Village of Kearney, Township of Drummond, North Elmsley, Beckwith Township, Carleton Place and Mississippi Mills. In Quebec, over 15 rivers flooded and caused the evacuation of 3,697 people in 140 municipalities. Rivers on the North Shore of St. Lawrence River, St. Lawrence River, Assumption River, Chateauguay River, Richelieu River, Ottawa River, Lake St. Pierre and Lake Champlain flooded. Damage mainly occurred in the MontÃ©rÃ©gie and Mauricie regions."
0,0,2030,,,,,,2,19,5,1998,f,Spring,4,21,5,1998,f,Spring,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Swan Hills,AB,Canada,t,"Swan Hills AB, May 1998. Approximately 155000 ha was burned by 35 fires.  The most dangerous fires were located in the area of Slave Lake and Swan Hills. A fire 15 km away caused the Town of Swan Hills to activate its municipal emergency plan on May 5 and evacuate 2,400 residents.  Military assistance was required, and several highways were closed. On May 14, Swan Hills was evacuated for a second time. A thunderstorm on May 15, accompanied by a period cold/damp weather suppressed many of the fires in Alberta. Military assistance ended on May 21."
12,0,0,,,0,0,,4,25,6,1998,f,Winter,4,25,6,1998,f,Winter,Air,Transportation accident,Technology,Incident,0,0,Montréal,QC,Canada,t,"Montréal QC, June 18, 1998.  A plane crashed while trying to land at Montréal Airport killing 12 people."
0,0,0,65258000,4288587.1,,,65258000,6,27,7,1998,t,Summer,7,27,7,1998,t,Summer,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Calgary,AB,Canada,t,"Calgary AB, July 4, 1998. Two separate hailstorms occurred on July 4-5 and July 8. On July 4, 43.2 mm of rain also fell on Calgary. The July 8 storm included winds up to 100 km/h, which tore apart greenhouse roofs. Hailstones ranging from pea to baseball size caused waist high flooding which forced many people to abandon their cars at intersections. Snowplows were brought out to clear the roads. Roads were destroyed by the hail, a warehouse collapsed and a store had to be closed because of a burst storm sewer. Mudslides forced boulders and mud across roads and railroads."
0,0,1865,,,0,0,,6,27,7,1998,t,Summer,5,31,7,1998,f,Summer,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Northern,ON,Canada,t,"Northern Ontario, July 1998. During the month of July, there were over 130 fires in Northern Ontario. Approximately 1,425 people were evacuated from various communities, and over 3,700 hectares of forest was burnt. Main fires occurred near the following regions: Bearskin Lake, Terrace Bay, Kasabonika Lake, Summer Beaver, Webique, Muskrat Lake, Thunder Bay and Lansdowne."
0,0,0,,,0,0,,5,28,7,1998,f,Summer,5,28,7,1998,f,Summer,Derailment Release,Hazardous Chemicals,Technology,Incident,0,0,Portage la Prairie,MB,Canada,t,"Portage la Prairie MB, July 10, 1998. The last 8 cars of an eastbound CN Rail freight train jackknifed near the TransCanada and Hwy.16 junction, 12 km west of Portage la Prairie. The 8 cars derailed and spilled glycol (antifreeze) into a creek which leads to Lake Manitoba. The toxic spill forced the evacuation of area residents. No one was injured."
0,0,5,12044118,791508.3,,12044118,,3,30,7,1998,f,Summer,5,31,7,1998,f,Summer,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Tibbet Lake,Northwest Territories,Canada,t,"Tibbet Lake, NT, July 22-31, 1998. A State of Emergency was declared when a 60000 ha fire was burning in the area of Tibbet Lake. The area north of Powder Point on Ingraham Trail was evacuated and Ingraham Trail was closed to all traffic. The fire destroyed three vacation cabins and edged within 5 km of cabins and lodges around Consolation Lake, 70 km northeast of Yellowknife. On July 31, the fire reached 140000 ha in size."
0,0,7000,3036145,199527.6,,,,1,33,8,1998,f,Summer,1,34,8,1998,f,Summer,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Salmon Arm,BC,Canada,t,"Salmon Arm BC, August 10-17, 1998. A State of Emergency was declared by the Premier on Aug.10 for the Salmon Arm-Fly Hills Fire, it was cancelled on Aug.17. The fire covered 6300 hectares and destroyed 20 houses and 15 farm buildings. An inquiry was called in October 1998 to determine whether the BC Forest Service had problems handling the fire."
2,2,10,,,0,0,,4,52,12,1998,f,Winter,2,53,12,1998,f,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,Greater Vancouver Area,BC,Canada,t,"Greater Vancouver BC, December 24-29, 1998. A snowstorm dropped 30 cm of snow on Greater Vancouver.  Winds gusted up to 80 km/h.  Accidents occurred along most major roads creating major delays, and ploughs were called in from outside communities to assist.  A water main burst due to freezing and caused the evacuation of 10 homes for several hours.  The storm lasted until December 29 causing 2 deaths in the Okanagan, and 2 injuries in Vancouver."
0,0,0,14025688,921732,,,14025688,1,48,11,1998,f,Autumn,3,48,11,1998,f,Autumn,Storm - Unspecified / Other,Meteorological - Hydrological,Natural,Disaster,0,0,Greater Vancouver Area,BC,Canada,t,"Greater Vancouver Area BC, November 23-25, 1998. A powerful windstorm, accompanied with rain hit the Greater Vancouver Area the night of November 23, toppling over trees and blowing shingles off rooftops. Winds of 96-105 km/h were reported, and up to 22.4 mm of rain fell, making this the worst storm in 10 years.  A second windstorm hit the area the following day (within 18 hours), with winds up to 90 km/h over the Strait of Georgia and 60 km/h on land. Ferries cancelled several runs November 29. 200,000 homes lost power and 5,000 homes went without telephone lines; however, the majority of this was restored quickly by the power companies. Several roads and schools were closed. Power was not restored to everyone until November 27."
0,30,0,,,0,0,,6,6,2,1999,t,Winter,6,6,2,1999,t,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,Barrie,ON,Canada,t,"Barrie ON, February 13, 1999. A huge accident occurred on Hwy 400 near Barrie between Hwy 89 and Dunlop St.  Up to 150 vehicles were involved in the crash, which spread over a 2 km stretch of highway.  At least 30 people were injured, 6 in critical condition.  Poor winter weather and whiteout conditions were blamed for the accident."
3,0,0,,,,,,7,7,2,1999,t,Winter,7,7,2,1999,t,Winter,Storm - Unspecified / Other,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,BC,Canada,t,"Southern BC, February-March 1999. Two powerful windstorms hit the Lower Mainland of British Columbia with winds exceeding 100 km/h.  On February 21, power was cut to 13,000 homes and waves up to 1.8 m caused the cancellation of many ferry runs. On March 3, a windstorm forced the cancellation of many ferry routes, the closing of major highways, and causing power outages to 50,000 customers.  Half a dozen waterfront homes were flooded, some destroyed by large waves. Three men went missing after taking a boat for a test run in Howe Sound."
0,15,1200,,,0,0,,1,4,1,1999,f,Winter,1,4,1,1999,f,Winter,Non-Residential,Explosion,Technology,Incident,0,0,Taylor,BC,Canada,t,"Taylor BC, January 25, 1999. The town of Taylor BC, under a State of Emergency, was completely evacuated following a series of gas explosions at the Solex Gas Liquids plant on January 25.  Many of the injured were firefighters inside the plant when it exploded.  Residents were led to the nearby town of Fort St. John until the disaster had ended.  The explosion sent up a wall of flames 60 m high.  This was the third incident involving Solex in 12 months. The Salvation Army assisted the evacuees."
0,1,0,,,,,,5,4,1,1999,f,Winter,5,4,1,1999,f,Winter,Storm - Unspecified / Other,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Southern British Columbia, January 29, 1999. A fierce windstorm lashed southern BC knocking out power to at least 70,000 customers, after winds toppled trees and power lines.  The central Fraser Valley was hardest hit with winds in excess of 100 km/h reported.  Ferry services in Victoria were cancelled due to the windstorm.  Although the bulk of the storm ended January 29, heavy winds forced the cancellation of the Nanaimo ferry on February 1."
0,0,0,,,0,0,,4,6,2,1999,f,Winter,4,6,2,1999,f,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,Terrace,BC,Canada,t,"Terrace BC, February 11, 1999. A record snowfall of 110 cm fell in one day at the Terrace-Kitimat airport on February 11, almost surpassing the Canadian record of 118 cm in 1974 at Lakelse Lake.  The airport and local schools were closed along with Highway 16 between Terrace and Prince Rupert and Highway 37 between Terrace and Kitimat. Further north, Highway 37A between Stewart and Meziadin was closed because of an avalanche in the Bear Pass."
,,,22426695,1448441,12206998,10219697,,1,9,3,1999,f,Spring,5,30,7,1999,f,Summer,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"British Columbia, March 1 - July 30, 1999. Above average spring-runoff brought a freshet flood to such areas of British Columbia as: Terrace, Kitimat, 100 Mile, Kamloops, Prince George and Clearwater. Severe erosion damages, washed out trails, roads, and culverts, heavy rain, landslides, and damages to bridges were also experienced."
,,1107,,,,,,5,9,3,1999,f,Spring,5,9,3,1999,f,Spring,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,East of Lake Wnipeg,MB,Canada,t,"East of Lake Winnipeg MB, March 5, 1999. Forests in Ontario and Manitoba were consumed by this event."
0,0,40,,,0,0,,4,13,4,1999,f,Spring,1,22,5,1999,f,Spring,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,La Ronge,SK,Canada,t,"La Ronge SK, April-May 1999. Firefighters battled a Forest fire that caused the evacuation of the town of La Ronge, and destroyed 8 buildings.  The fire lasted for about a week.  The fire stretched for 8 km2, and it took 248 firefighters supported by water bombers to extinguish it."
0,0,0,1717172,110904.5,345839,1371333,,4,13,4,1999,f,Spring,3,26,6,1999,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southeastern,SK,Canada,t,"Southeastern Saskatchewan, April-June 1999.  Heavy rainfall and flooding over the spring proved to be very costly for Saskatchewan farmers.  Due to all the excess water, farmers were only able to seed a portion of the acres they had planned to, resulting in substantial economic losses. Highways and provincial, municipal and private properties of the region were also damaged."
0,0,0,109195449,7052451,7292493,100902956,,4,13,4,1999,f,Spring,4,13,4,1999,f,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Melita,MB,Canada,t,"Melita MB, April 1999. Melita, Manitoba was threatened by the largest flood in the area since 1976.  The Souris river outflow rose to 169.8 cubic m/s of water compared to its normal outflow of 4.25 cubic m/s.  The Souris river spread to at least 2 km wide at its peak flooding, and almost topped the makeshift dikes.  The flood washed out roads and damaged bridges in several rural municipalities, and made over 800000 hectares of farmland unseedable this year. Both provincial and federal aid was administered in the form of deadline pushbacks and financial assistance."
2,60,0,,,,,,5,16,4,1999,f,Spring,5,16,4,1999,f,Spring,Rail,Transportation accident,Technology,Incident,0,0,Thamesville,ON,Canada,t,"Thamesville ON, April 23, 1999. A Via Rail train ploughed into 4 stationary freight tank cars, near Thamesville ON, killing its 2 engineers.  Dozens of passengers were quickly evacuated from the train, which was carrying 5 crew and 180 passengers.  The cause of the crash was a rail switch left in the wrong position which forced the Toronto-bound train to veer off the main track."
0,0,307,,,0,0,,2,18,5,1999,f,Spring,2,18,5,1999,f,Spring,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Beardmore,ON,Canada,t,"Beardmore ON, May 1999.  There were 60 fires burning in the province.  A 50,540 ha fire forced 300 residents from Beardmore to move to Geraldton on May 4.  Another 17,000 ha fire forced the evacuation of the Bearskin Lake First Nation (375 residents) and Pic Mobert First Nation (400 residents) on May 6.  The fires forced the closure of sections of Highways 11 and 17.  The evacuees were allowed to return home on May 8.  The Canadian Forces provided humanitarian assistance in Geraldton and Bearskin Lake."
0,0,80,922323,59568.8,317481,104842,,6,23,6,1999,t,Winter,2,25,6,1999,f,Winter,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Burwash Lg,YT,Canada,t,"Burwash Landing YT, June 12-22, 1999. A Forest fire caused the evacuation of 69 residents and tourists from the community of Burwash Landing.  The fire reached the town on June 13, destroyed 6 houses and caused extensive damage to other buildings. Residents were allowed back to the town on June 19. Over 100 firefighters fought the blaze. The Alaska highway, a major tourist route, was shut down between Beaver Creek and Haines Junction.  The fire burned 3200 hectares of land and was put out on June 22."
0,0,118,,,0,0,,3,24,6,1999,f,Winter,5,25,6,1999,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"British Columbia, June 16-25, 1999.  Flooding on the Skeena in the northwestern part of BC closed roads and highways, and forced 30 people from their homes in Old Remo on June 18. Other cities affected included Hazelton, Usk, Terrace, and Kitimat.  The South Thompson river rose until June 25 and caused only localised flooding.  The Clearwater river in central BC forced 88 people from their homes in Clearwater and Barriere on Sun June 20.  The Fraser river peaked just below 1997 flood levels of 6.5 m and caused low lying areas to flood until June 25.  All the flooding is blamed on the high snowfall of the previous winter."
0,0,12,,,,,,5,24,6,1999,f,Winter,6,24,6,1999,t,Winter,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Kenora,ON,Canada,t,"Kenora ON, June 18-19, 1999.  Heavy rains from an intense storm resulted in 144 mm of precipitation falling in 18 hours on the town of Kenora on June 18.  A State of Emergency was declared on June 19.  The storm caused 3 mudslides, the flooding of a dozen houses, backup of sewers with raw sewage pouring into the streets, rivers and lakes, and damage to 200 graves at the Kenora cemetery.  A portion of the TransCanada highway was washed out causing over $1 million dollars in damage."
0,0,4,,,,,,1,25,6,1999,f,Winter,1,25,6,1999,f,Winter,Tornado,Meteorological - Hydrological,Natural,Disaster,0,0,,SK,Canada,t,"Saskatchewan, June 21, 1999. Stormy weather spawned heavy rain and a tornado.  The storm caused extensive damage to roofs and structures due to high winds in Moose Jaw, Regina and Saskatoon.  A number of fires were sparked from lightning, including one which hit a long-term care home in Alingly, 30 km northwest of Prince Albert."
0,0,1000,,,0,0,,1,26,6,1999,f,Winter,4,26,7,1999,f,Summer,Wildfire,Meteorological - Hydrological,Natural,Disaster,0,0,Badger,NL,Canada,t,"Badger NL, June 28 - July 1, 1999. A 6,500 ha Forest fire forced almost 1,000 people in Badger to leave their homes when the fire came within 250 m of the town.  Residents returned home on July 1."
0,0,350,8751452,565217.6,2977089,5774363,,7,26,7,1999,t,Summer,1,27,7,1999,f,Summer,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Clearwater,AB,Canada,t,"Clearwater AB, July 4-5, 1999.  About 62 cm of snow and 122 mm of rain fell starting on July 2.  Flooding forced more than 300 residents of Clearwater to flee July 4. The flooding destroyed 100 km of roads and several bridges in central Alberta. The North Saskatchewan river peaked at 8.45 m just shy of the flood level."
1,4,200,43595000,2815608.2,,,43595000,2,27,7,1999,f,Summer,2,27,7,1999,f,Summer,Tornado,Meteorological - Hydrological,Natural,Disaster,0,0,Drummondville,QC,Canada,t,"Drummondville QC, July 6, 1999. A tornado went through the city of Drummondville ripping roofs from 20 houses and injuring a number of people. One child was killed as a tree collapsed on his tent while he was camping.  In total, 60 homes were damaged and 200 people were forced to flee from their homes. The tornado first hit Berthierville then skipped across the river and headed southeast to Drummondville. At least 4000 people were without power for 2 days."
0,2,0,,,,,,5,28,7,1999,f,Summer,5,28,7,1999,f,Summer,Communications,Infrastructure failure,Technology,Incident,0,0,,,Canada,t,"Across Toronto, Canada, and internationally, July 16, 1999.  During regular maintenance at the Bell Canada Switching Station, a repairman dropped a wrench into high-voltage equipment, resulting in a fire that disabled the switch and brought down at least 113,000 telecommunications lines across Toronto, Canada, and internationally.  Confusion between various technical and procedural fail-safes prevented service from being restored for about 12 hours."
2,5,2000,,,,,,1,32,8,1999,f,Summer,1,32,8,1999,f,Summer,Non-Residential,Explosion,Technology,Incident,0,0,Calgary,AB,Canada,t,"Calgary AB, August 9, 1999.  A series of explosions at Hub Oil, a Calgary oil recycling plant, caused a fire that blazed for 10 hours.  About 2000 residents from the nearby neighbourhood were evacuated until August 10 since the fire released oily toxic smoke into the atmosphere."
0,0,0,1441367,93091.5,1022030,419337,,2,36,9,1999,f,Autumn,2,36,9,1999,f,Autumn,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Prince Edward Island, September 7, 1999.  More than 200 mm of rain fell in a short period of time during a severe rainstorm.  Flash flooding occured throughout the province; natural and man-made watercourses were overcome.  Eight highways and two bridges were severely damaged, as well as other provincial and municipal infrastructure.  Impacts were also seen on the fisheries and agricultural industries."
0,0,0,,,0,0,,5,38,9,1999,f,Autumn,5,38,9,1999,f,Autumn,Storm - Unspecified / Other,Meteorological - Hydrological,Natural,Disaster,0,0,Vancouver,BC,Canada,t,"Vancouver and Southwestern BC, September 24, 1999.  Approximately 100,000 people were left without power when a powerful windstorm rocked Vancouver and the surrounding area.  Winds gusting up to 91 km/h hit the Vancouver area and winds up to 115 km/h hit Victoria. This storm broke the record for the month for highest wind gusts. By September 27, at least 4000 people were still without power in Surrey, White Rock, and Delta, BC."
0,0,170,,,,,,5,39,10,1999,f,Autumn,5,39,10,1999,f,Autumn,Infestation,Biological,Natural,Disaster,0,0,Little First Nation Reserve MB,SK,Canada,t,"Little Saskatchewan First Nation Reserve MB, October 1999.  A mysterious toxic mould that forced 170 people from their homes until at least March 2000 is stubbornly hanging on and frustrating fed-up residents.  100 people are still living in construction trailers without kitchens and bathrooms on the reserve, 250 kilometres north of Winnipeg. The mould, which band officials believe is caused by a nearby dam, is so severe several houses need to be destroyed."
2,0,1400,,,,,,4,52,12,1999,f,Winter,4,52,12,1999,f,Winter,Derailment Release,Hazardous Chemicals,Technology,Incident,0,0,St-Hilaire,QC,Canada,t,"St-Hilaire QC, December 30, 1999.  Two trains collided when the eleventh wagon of the Ultra-train derailed and hit an oncoming train. The Ultra-Train is a convoy of 68 wagons in four sections of 17 wagons linked by hoses.  It is about one kilometre long, and acts as a “pipeline on rail” between St-Romuald and Montreal.  Due to the petroleum products it was carrying, a series of explosions were set off and black smoke was left in the air.  Two train operators were killed, while 1400 people were evacuated from the towns of Mont-St-Hilaire, Beloeil and Ste-Madeleine.  The evacuees were allowed to return home the next day."
0,0,216,6621462,416444.2,3059340,3075338,,1,3,1,2000,f,Winter,6,3,1,2000,t,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Maritime Provinces, January 17-22, 2000.  An intense storm hit the maritimes for 6 days. Up to 70 centimetres of snow fell in some areas and temperatures plummeted to Â–40 degrees Centigrade with the wind chill.  Flooding caused extensive damage to private property and public infrastructure in Newfoundland, New Brunswick, and P.E.I. Wind gusts hit 120 kilometres per hour.  Cape Breton, Shediac, New Brunswick and P.E.I were hit especially hard by the storm, as well as areas along the Gulf of St. Laurence and the Northumberland Strait in New Brunswick."
0,0,0,0,0,,,,4,15,4,2000,f,Spring,5,15,4,2000,f,Spring,Landslide,Geological,Natural,Disaster,0,0,Passmore,BC,Canada,t,"Passmore BC, April 13-14, 2000.  Two mudslides slid 320 metres down a mountainside, totalling about 150,000 cubic metres of dirt, rock and trees.  The slides buried the highway just south of Passmore in the Slocan Valley.  The mudslide toppled power lines, leaving about 4,000 residents without electricity and long distance phone service.  No one was injured in either slide."
0,1,0,0,0,,,,4,16,4,2000,f,Spring,5,16,4,2000,f,Spring,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,ON,Canada,t,"Southern Ontario, April 20-21, 2000.  The Windsor area registered 95 mm of rain in a 24-hour period and the storm dumped almost 70 mm of rain on the London area, Sarnia got 50 mm, while 40 mm fell on the Toronto area.  Sewers were backed up and roads washed out, and many short power outages occurred.  One child suffered injuries in Toronto due to violent winds, which gusted up to 80 km/h."
12,140,1000,3385331,212913.9,190216,3195115,,5,28,7,2000,f,Summer,5,28,7,2000,f,Summer,Tornado,Meteorological - Hydrological,Natural,Disaster,0,0,Pe Lake,AB,Canada,t,"Pine Lake AB, July 14, 2000.  A tornado hit Pine Lake at 300 kilometres an hour, killing 12 people and injuring more than 140.  Close to one-thousand people were displaced from a campsite as their recreational vehicles were damaged."
0,0,0,0,0,,,,2,31,8,2000,f,Summer,2,31,8,2000,f,Summer,Leak / Spill Release,Hazardous Chemicals,Technology,Incident,0,0,Chetwynd,BC,Canada,t,"Chetwynd BC, August 1, 2000.  An oil pipeline break released approximately 1 million litres of crude oil into the Pine River, causing extensive fish kill in the Pine River.  The wells that supply drinking water to some of the farms located along the river have been contaminated.  The Pine River water intake was turned off to avoid potential water system contamination."
0,0,0,2917561,183494.4,885581,2031980,,5,27,7,2000,f,Summer,5,28,7,2000,f,Summer,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,MB,Canada,t,"Southern Manitoba, July 7-14, 2000.   Heavy rains occurred throughout July causing major problems in some areas.  On July 7, between 80 -100 millimetres of rain fell in a four hour time-frame, washing out roads and flattening crops.  Winds reached almost 125 km/h, and lightning strikes reached up to 1,000 hits an hour.  The prolonged rainfall resulted in saturated soil, and overland flooding across the province with reports of flooded basements, blocked drainage systems, and backed-up sewers."
0,0,0,0,0,0,0,,7,43,10,2000,t,Autumn,7,43,10,2000,t,Autumn,Storm Surge,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Eastern and Northern Coastline of New Brunswick, October 29, 2000.  Extensive damage occurred during a severe storm surge with winds in excess of 130 km/h.  Private property, businesses and public infrastructure were damaged along the eastern and northern coast of New Brunswick.  The emerging shellfish aquaculture industry (which includes mussels, oysters and clams) was also greatly affected."
0,1,800,5627843,353952.4,449218,3328625,,4,44,11,2000,f,Autumn,6,45,11,2000,t,Autumn,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Sydney,NS,Canada,t,"Sydney NS, November 2-11, 2000.  Heavy rains hit Cape Breton and Victoria County for nearly ten days, causing flooding and damages to homes and businesses.  Almost 100 millimetres of rain fell in a 24-hour period, flooding streets and forcing the evacuation of 200 families.  One woman was trapped in her car and suffered injuries when a massive culvert collapsed due water pressure.  A boil order was in effect for a week for 1,000 residents in Donkin and at least 2 weeks for the 30,000 residents of Glace Bay, Reserve Mines and Dominion."
6,21,0,0,0,,,,1,48,11,2000,f,Autumn,1,48,11,2000,f,Autumn,Vehicle,Transportation accident,Technology,Incident,0,0,Rogers Pass,BC,Canada,t,"Rogers Pass BC, November 27, 2000.  A bus carrying tourists from Taiwan crashed head-on with a transport truck in a tunnel on the Trans-Canada Highway, killing six and injuring 21.  The accident happened in the 316-metre Lanark snowshed tunnel, closing the highway for about 14 hours.  The transport truck was empty at the time of the accident."
6,11,30,0,0,,,,6,6,2,2001,t,Winter,6,6,2,2001,t,Winter,Winter Storm,Meteorological - Hydrological,Natural,Disaster,0,0,,QC,Canada,t,"Quebec, February 10, 2001. Freezing rain, heavy snow and wind caused road accidents and homelessness. Six died in weather-related motor vehicle accidents."
,,,16710626,1025191.8,7045162,3876935,,7,13,4,2001,t,Spring,7,13,4,2001,t,Spring,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Southern,MB,Canada,t,"Southern Manitoba, April 2001.  Southern Manitoba suffered significant losses during spring flooding.  Highway infrastructures, businesses and private and public properties were extensively damaged."
0,0,0,0,0,,,,5,22,6,2001,f,Winter,2,40,10,2002,f,Autumn,Drought,Meteorological - Hydrological,Natural,Disaster,0,0,Across Canada,SK,Canada,t,"Across Canada, concentrated in Saskatchewan and Alberta, Spring 2001 to Fall 2002.  A severe drought was felt across all Canada, affecting 41,000 people, with the most devastating impacts felt in Saskatchewan and Alberta.  Record to near-record drought, as indicated by the Palmer Drought Severity Index, was recorded at several climate stations in 2001.  The winter of 2001-2002 continued the dry trend and brought above normal temperatures.  Fall 2002 brought much needed precipitation to relieve much of the drought, though dry conditions did remain in places.  The repercussions of the drought included agricultural production, employment, crop and livestock production, and the Gross Domestic Product."
,,,20942391,1284809.3,10691352,10251039,,5,22,6,2001,f,Winter,5,22,6,2001,f,Winter,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,Peace River area,BC,Canada,t,"Peace River area BC, June 2001.  The region was subjected to many intense precipitation events.  Increased tributary levels combined with the spring freshet caused the over-saturation of the soil and surface runoff.  This in turn triggered several landslides that cut-off highways.  Property and infrastructure damage was extensive. Pink Mountain and Halfway River were both affected."
0,0,0,869596,53349.4,,869596,,2,31,7,2001,f,Summer,2,31,7,2001,f,Summer,Storms and Severe Thunderstorms,Meteorological - Hydrological,Natural,Disaster,0,0,Morley,ON,Canada,t,"Morley, Chapple, Dawson, Emo, Lake of the Woods, La Vallee, Rainy River, Fort Frances ON, July 31, 2001.  A severe summer storm hit eight municipalities and two rural areas in northwestern Ontario.  These were declared disaster areas, and the damages were covered by the Ontario government.  Effects of the storm include fallen trees, washed out roads, tossed boats, and broken docks."
0,0,,9323887,572017.6,2622744,6701143,,7,26,7,2001,t,Summer,7,26,7,2001,t,Summer,Flood,Meteorological - Hydrological,Natural,Disaster,0,0,,,Canada,t,"Northeast and Central British Columbia, July 2001.  A severe five-day rainstorm caused flood damage to 100 homes and to critical infrastructure.  More than 200 mm of rain fell.  Roads and bridges were washed out, businesses and public and private properties were damaged, two trains derailed, and people were temporarily stranded."
24,,,0,0,,,,2,37,9,2001,f,Autumn,2,37,9,2001,f,Autumn,Air,Hijacking,Conflict,Incident,0,0,,,Canada,t,"New York City, NY, U.S.A., September 11, 2001. Twenty-four Canadians were killed when terrorists crashed two commercial airliners into the towers of the World Trade Center. One Canadian was aboard each of the two hijacked aircraft. The other 22 Canadians were among the 2 823 people killed in the subsequent collapse of both towers."
